t theta theta1 theta2 omega omega1 omega2
83.050000 -0.597823 11.305 14.9091 -2.02827 -0.355539 0.723699
83.060000 -1.60959 11.0613 15.2833 -1.51137 -0.492969 0.58467
83.070000 -2.33716 10.7421 15.5812 -1.03351 -0.619601 0.456427
83.080000 -2.79847 10.3525 15.8076 -0.579616 -0.739453 0.334907
83.090000 -3.0035 9.8954 15.9656 -0.136983 -0.855952 0.216627
83.100000 -2.95542 9.37174 16.0559 0.305704 -0.972159 0.0984571
83.110000 -2.65112 8.78089 16.0778 0.759186 -1.09098 -0.0226107
83.120000 -2.08136 8.12053 16.0289 1.23412 -1.21527 -0.149595
83.130000 -1.23085 7.38673 15.9047 1.74077 -1.34773 -0.285459
83.140000 -0.0790922 6.57421 15.6996 2.28633 -1.4902 -0.432466
83.150000 1.39585 5.67739 15.4071 2.86622 -1.6413 -0.589956
83.160000 3.20492 4.69365 15.0232 3.44135 -1.79055 -0.748504
83.170000 5.31769 3.63136 14.5544 3.90003 -1.90869 -0.879904
83.180000 7.61675 2.52141 14.0292 4.06136 -1.94921 -0.937376
83.190000 9.89429 1.4176 13.5 3.82638 -1.88797 -0.893943
83.200000 11.9469 0.371638 13.0189 3.30797 -1.7556 -0.777013
83.210000 13.6665 -0.589888 12.6145 2.68991 -1.59991 -0.633389
83.220000 15.0314 -1.46262 12.2928 2.07998 -1.44826 -0.491095
83.230000 16.0584 -2.25189 12.0497 1.51297 -1.30901 -0.35945
83.240000 16.7737 -2.965 11.8787 0.990834 -1.1821 -0.239163
83.250000 17.2008 -3.60834 11.7738 0.505217 -1.06493 -0.128165
83.260000 17.3577 -4.1866 11.7305 0.04597 -0.95447 -0.0238463
83.270000 17.2567 -4.70283 11.7457 -0.39635 -0.847936 0.0762538
83.280000 16.9052 -5.15854 11.8175 -0.829909 -0.742881 0.174265
83.290000 16.3061 -5.55399 11.9453 -1.26148 -0.63722 0.27193
83.300000 15.459 -5.88831 12.1293 -1.69613 -0.529294 0.370494
83.310000 14.3614 -6.15989 12.3702 -2.13618 -0.418123 0.470414
83.320000 13.0106 -6.36686 12.6685 -2.57894 -0.30399 0.570737
83.330000 11.4078 -6.50815 13.0236 -3.01244 -0.189566 0.667983
83.340000 9.56542 -6.58528 13.4319 -3.40936 -0.0815478 0.75464
83.350000 7.51675 -6.60507 13.884 -3.72329 0.00815613 0.818384
83.360000 5.32561 -6.58233 14.3625 -3.8977 0.0644643 0.844749
83.370000 3.08452 -6.53975 14.8431 -3.89472 0.0764495 0.824793
83.380000 0.895083 -6.50311 15.2994 -3.72303 0.0449559 0.762022
83.390000 -1.1588 -6.49434 15.7107 -3.43131 -0.0184188 0.670065
83.400000 -3.02485 -6.52755 16.0646 -3.07589 -0.0994053 0.563973
83.410000 -4.67936 -6.60951 16.3564 -2.69809 -0.187153 0.454435
83.420000 -6.11682 -6.74208 16.5858 -2.32083 -0.275396 0.347158
83.430000 -7.34089 -6.92461 16.755 -1.9541 -0.361227 0.244431
83.440000 -8.35863 -7.15537 16.8669 -1.60071 -0.443675 0.146677
83.450000 -9.17759 -7.43238 16.924 -1.25996 -0.522748 0.0534398
83.460000 -9.80443 -7.75383 16.9288 -0.929689 -0.598897 -0.0361033
83.470000 -10.2444 -8.11823 16.8831 -0.607268 -0.67274 -0.122885
83.480000 -10.5013 -8.52442 16.7883 -0.290061 -0.74492 -0.207835
83.490000 -10.5774 -8.97164 16.6452 0.0242938 -0.816023 -0.291813
83.500000 -10.4736 -9.4594 16.454 0.337686 -0.886507 -0.37557
83.510000 -10.1904 -9.98743 16.2147 0.651262 -0.956629 -0.459681
83.520000 -9.72731 -10.5555 15.9271 0.965005 -1.02632 -0.544441
83.530000 -9.08485 -11.1633 15.5907 1.27705 -1.09499 -0.62969
83.540000 -8.26513 -11.8099 15.2056 1.58265 -1.16129 -0.71454
83.550000 -7.27417 -12.4931 14.7724 1.87289 -1.22275 -0.79701
83.560000 -6.12458 -13.2094 14.2934 2.13346 -1.27554 -0.87366
83.570000 -4.83881 -13.9522 13.7733 2.34467 -1.31453 -0.939498
83.580000 -3.4515 -14.712 13.22 2.48423 -1.33416 -0.988605
83.590000 -2.00936 -15.4765 12.6447 2.53376 -1.33012 -1.01575
83.600000 -0.566638 -16.2315 12.0607 2.48636 -1.3013 -1.01844
83.610000 0.822755 -16.9634 11.482 2.35009 -1.25046 -0.99803
83.620000 2.11306 -17.6612 10.9207 2.14422 -1.18309 -0.958962
83.630000 3.27093 -18.3171 10.3856 1.89153 -1.10526 -0.906871
83.640000 4.27549 -18.9267 9.88295 1.61196 -1.02208 -0.846882
83.650000 5.11575 -19.488 9.41595 1.31992 -0.937034 -0.782825
83.660000 5.78739 -20.0005 8.9862 1.02448 -0.852188 -0.717182
83.670000 6.29004 -20.4648 8.59415 0.730598 -0.768509 -0.651376
83.680000 6.62533 -20.8815 8.23967 0.440513 -0.686278 -0.586097
83.690000 6.79567 -21.2514 7.92239 0.154805 -0.605365 -0.521581
83.700000 6.80349 -21.5754 7.64185 -0.126898 -0.525415 -0.457798
83.710000 6.65086 -21.8536 7.39768 -0.405447 -0.445968 -0.39458
83.720000 6.33929 -22.0864 7.18962 -0.681869 -0.366532 -0.33171
83.730000 5.86971 -22.2736 7.01754 -0.957134 -0.286637 -0.26899
83.740000 5.24258 -22.4147 6.88138 -1.23193 -0.205892 -0.206309
83.750000 4.45807 -22.5093 6.78111 -1.50641 -0.12405 -0.14372
83.760000 3.51656 -22.5566 6.71661 -1.77977 -0.0411115 -0.081543
83.770000 2.41925 -22.5562 6.68745 -2.04969 0.0425293 -0.02052
83.780000 1.16929 -22.508 6.69262 -2.31162 0.12587 0.0379976
83.790000 -0.226679 -22.4124 6.73011 -2.55777 0.207041 0.0918319
83.800000 -1.75648 -22.2717 6.79636 -2.77646 0.283065 0.137828
83.810000 -3.40006 -22.0898 6.88578 -2.95212 0.349822 0.171951
83.820000 -5.12779 -21.8735 6.9903 -3.06728 0.40249 0.189865
83.830000 -6.9004 -21.6321 7.09957 -3.10675 0.436621 0.188071
83.840000 -8.67187 -21.3772 7.20178 -3.06286 0.449579 0.165226
83.850000 -10.3948 -21.121 7.28515 -2.93865 0.441515 0.122808
83.860000 -12.0263 -20.8748 7.33949 -2.74656 0.415192 0.0646094
83.870000 -13.5324 -20.6479 7.35709 -2.50365 0.374822 -0.00460978
83.880000 -14.8888 -20.4471 7.33295 -2.2266 0.324729 -0.0804333
83.890000 -16.0799 -20.277 7.26431 -1.92867 0.268487 -0.159509
83.900000 -17.0967 -20.1402 7.14996 -1.61893 0.20863 -0.239684
83.910000 -17.9339 -20.0383 6.98966 -1.30272 0.146729 -0.31982
83.920000 -18.5887 -19.9722 6.78356 -0.982615 0.0836003 -0.399525
83.930000 -19.0593 -19.9427 6.5319 -0.659232 0.0195266 -0.478914
83.940000 -19.3434 -19.9501 6.23474 -0.331925 -0.0455718 -0.558432
83.950000 -19.4386 -19.9951 5.89184 0.000749567 -0.112001 -0.638733
83.960000 -19.3412 -20.0787 5.50251 0.340654 -0.180185 -0.720589
83.970000 -19.0465 -20.202 5.06565 0.689679 -0.250549 -0.804791
83.980000 -18.5489 -20.3663 4.57971 1.04917 -0.323357 -0.892009
83.990000 -17.8422 -20.573 4.04285 1.41892 -0.398435 -0.982543
84.000000 -16.9216 -20.8231 3.45326 1.79537 -0.474696 -1.07585
84.010000 -15.7854 -21.1167 2.80988 2.16861 -0.549374 -1.16977
84.020000 -14.4409 -21.4513 2.11361 2.51834 -0.617031 -1.25936
84.030000 -12.9105 -21.8208 1.3692 2.81089 -0.668928 -1.33607
84.040000 -11.2391 -22.2128 0.587232 3.00305 -0.694214 -1.38848
84.050000 -9.49563 -22.6095 -0.215241 3.05808 -0.684178 -1.40637
84.060000 -7.76297 -22.9897 -1.01706 2.96678 -0.637492 -1.38642
84.070000 -6.11942 -23.3343 -1.79773 2.75318 -0.561222 -1.33404
84.080000 -4.62355 -23.6293 -2.54154 2.45837 -0.466369 -1.25956
84.090000 -3.31047 -23.8671 -3.23878 2.12053 -0.362725 -1.1729
84.100000 -2.19678 -24.0445 -3.88461 1.76563 -0.2567 -1.08101
84.110000 -1.2877 -24.1614 -4.47729 1.40786 -0.151579 -0.98781
84.120000 -0.582868 -24.2186 -5.01664 1.0532 -0.0485462 -0.895037
84.130000 -0.0799996 -24.2174 -5.50309 0.702767 0.0524392 -0.803094
84.140000 0.222946 -24.1588 -5.93701 0.354912 0.152088 -0.711618
84.150000 0.32658 -24.0432 -6.31848 0.00639789 0.251493 -0.619791
84.160000 0.229335 -23.8704 -6.64696 -0.347082 0.352002 -0.526491
84.170000 -0.0730876 -23.6393 -6.92125 -0.710755 0.455188 -0.43035
84.180000 -0.588252 -23.3479 -7.13926 -1.09081 0.562873 -0.329748
84.190000 -1.32757 -22.9931 -7.29791 -1.49448 0.677157 -0.222818
84.200000 -2.30686 -22.5703 -7.39298 -1.92989 0.80039 -0.107502
84.210000 -3.54663 -22.0737 -7.41912 -2.40483 0.934882 0.0181001
84.220000 -5.07085 -21.4966 -7.37014 -2.92251 1.08182 0.154589
84.230000 -6.90141 -20.8322 -7.24057 -3.46928 1.23809 0.298052
84.240000 -9.04135 -20.0787 -7.03008 -3.98705 1.38909 0.433042
84.250000 -11.4395 -19.2479 -6.7525 -4.34185 1.50017 0.524909
84.260000 -13.9533 -18.3758 -6.44497 -4.36947 1.52792 0.532335
84.270000 -16.3772 -17.5151 -6.16002 -4.0409 1.46315 0.449723
84.280000 -18.5431 -16.7099 -5.93953 -3.49905 1.34192 0.315077
84.290000 -20.3757 -15.9804 -5.80127 -2.8961 1.20384 0.167582
84.300000 -21.8651 -15.3297 -5.74622 -2.30826 1.06917 0.0263241
84.310000 -23.0278 -14.7534 -5.76894 -1.75694 0.94389 -0.103741
84.320000 -23.885 -14.2463 -5.86313 -1.24036 0.827719 -0.223546
84.330000 -24.4541 -13.8036 -6.02367 -0.749219 0.718295 -0.335869
84.340000 -24.7463 -13.4225 -6.24719 -0.272393 0.612681 -0.443909
84.350000 -24.7667 -13.1014 -6.53216 0.201688 0.507777 -0.55094
84.360000 -24.5134 -12.8411 -6.87897 0.685166 0.400303 -0.660366
84.370000 -23.9772 -12.6439 -7.29005 1.19152 0.286626 -0.775922
84.380000 -23.1407 -12.5146 -7.7701 1.73644 0.162544 -0.901906
84.390000 -21.9766 -12.4605 -8.32649 2.33811 0.0232316 -1.04325
84.400000 -20.4472 -12.4918 -8.96943 3.01394 -0.135881 -1.20466
84.410000 -18.5084 -12.6201 -9.71087 3.76336 -0.314652 -1.38614
84.420000 -16.134 -12.8527 -10.5582 4.50999 -0.493297 -1.56801
84.430000 -13.3879 -13.1732 -11.4956 5.0027 -0.607086 -1.6852
84.440000 -10.5122 -13.5199 -12.4608 4.93168 -0.576513 -1.65725
84.450000 -7.83233 -13.8094 -13.3699 4.36919 -0.420526 -1.50249
84.460000 -5.53462 -13.9945 -14.175 3.64666 -0.224535 -1.30667
84.470000 -3.64691 -14.0687 -14.8691 2.95406 -0.037409 -1.11917
84.480000 -2.13499 -14.0413 -15.4614 2.33606 0.129437 -0.951692
84.490000 -0.956984 -13.9239 -15.9632 1.78587 0.277877 -0.802471
84.500000 -0.0788743 -13.7256 -16.3836 1.28631 0.412478 -0.666981
84.510000 0.523513 -13.453 -16.7292 0.820863 0.53765 -0.540812
84.520000 0.865576 -13.1105 -17.0044 0.375436 0.657185 -0.420158
84.530000 0.955217 -12.7004 -17.2111 -0.0621782 0.774384 -0.301686
84.540000 0.793675 -12.223 -17.3499 -0.50319 0.892284 -0.182303
84.550000 0.37585 -11.6772 -17.4193 -0.958634 1.01387 -0.0589433
84.560000 -0.309762 -11.0599 -17.4161 -1.43986 1.14217 0.0715695
84.570000 -1.2812 -10.3665 -17.3353 -1.95811 1.28013 0.21243
84.580000 -2.56225 -9.59076 -17.1702 -2.52128 1.42977 0.366047
84.590000 -4.17795 -8.72619 -16.9135 -3.12277 1.58916 0.531207
84.600000 -6.13895 -7.77027 -16.5615 -3.712 1.74482 0.695473
84.610000 -8.40296 -6.73436 -16.1234 -4.14808 1.85998 0.823009
84.620000 -10.8229 -5.65694 -15.6358 -4.22581 1.88203 0.860546
84.630000 -13.1633 -4.59872 -15.1583 -3.88362 1.79657 0.790633
84.640000 -15.2257 -3.61005 -14.7422 -3.29272 1.64904 0.656013
84.650000 -16.9261 -2.71132 -14.4094 -2.64344 1.48863 0.505518
84.660000 -18.2611 -1.90226 -14.1614 -2.02474 1.33784 0.362417
84.670000 -19.2563 -1.17549 -13.9916 -1.45737 1.20144 0.232351
84.680000 -19.9401 -0.523083 -13.8928 -0.936574 1.07773 0.114239
84.690000 -20.3363 0.061298 -13.859 -0.451225 0.963431 0.00524323
84.700000 -20.4618 0.582096 -13.8856 0.0100146 0.855261 -0.0975878
84.710000 -20.3275 1.04196 -13.9701 0.457212 0.750287 -0.1969
84.720000 -19.9389 1.44198 -14.111 0.899014 0.645952 -0.294962
84.730000 -19.2969 1.78187 -14.3082 1.34266 0.540052 -0.393647
84.740000 -18.3989 2.0602 -14.5625 1.79355 0.430832 -0.494294
84.750000 -17.2398 2.27474 -14.8751 2.25393 0.317321 -0.597318
84.760000 -15.815 2.42311 -15.2472 2.71955 0.200171 -0.701339
84.770000 -14.1255 2.50412 -15.6781 3.17365 0.0832519 -0.801598
84.780000 -12.1875 2.52029 -16.1631 3.57868 -0.0240912 -0.887904
84.790000 -10.0456 2.48135 -16.6898 3.87342 -0.106031 -0.944181
84.800000 -7.78269 2.40707 -17.2361 3.99232 -0.144906 -0.953877
84.810000 -5.50991 2.32523 -17.7728 3.90858 -0.132393 -0.911212
84.820000 -3.33602 2.26378 -18.2722 3.65719 -0.0761415 -0.826546
84.830000 -1.33806 2.2431 -18.7155 3.30599 0.00701203 -0.718244
84.840000 0.444818 2.27398 -19.0938 2.91438 0.101729 -0.601854
84.850000 2.00076 2.36003 -19.4053 2.51788 0.198499 -0.486397
84.860000 3.33233 2.50095 -19.6521 2.13271 0.292769 -0.375761
84.870000 4.44783 2.69473 -19.8371 1.76393 0.382934 -0.270948
84.880000 5.35675 2.93894 -19.9636 1.41132 0.468853 -0.171607
84.890000 6.06771 3.23128 -20.0346 1.07243 0.551027 -0.0768459
84.900000 6.58769 3.5698 -20.0523 0.744153 0.630192 0.0143933
84.910000 6.92186 3.953 -20.0186 0.423301 0.707129 0.103168
84.920000 7.07362 4.37982 -19.9344 0.106974 0.782566 0.190467
84.930000 7.04483 4.84959 -19.8004 -0.20729 0.857121 0.277171
84.940000 6.83612 5.36193 -19.6167 -0.521312 0.931238 0.364011
84.950000 6.44733 5.91666 -19.3832 -0.835952 1.00509 0.451488
84.960000 5.87818 6.51358 -19.0992 -1.15056 1.07844 0.53974
84.970000 5.12945 7.15219 -18.7646 -1.46209 1.15037 0.628307
84.980000 4.2046 7.83118 -18.3794 -1.76379 1.21899 0.715785
84.990000 3.11241 8.54781 -17.9451 -2.04373 1.28105 0.799395
85.000000 1.87025 9.297 -17.465 -2.28374 1.33176 0.874653
85.010000 0.507478 10.0706 -16.9455 -2.46067 1.36518 0.935562
85.020000 -0.932959 10.857 -16.3969 -2.55144 1.37567 0.975838
85.030000 -2.39695 11.642 -15.8321 -2.54166 1.36009 0.991125
85.040000 -3.82641 12.4107 -15.266 -2.43256 1.31951 0.980964
85.050000 -5.16857 13.1502 -14.7122 -2.24056 1.25879 0.948933
85.060000 -6.38269 13.8506 -14.1817 -1.98979 1.18448 0.900875
85.070000 -7.44199 14.5061 -13.6818 -1.70365 1.10267 0.842719
85.080000 -8.33163 15.1136 -13.217 -1.40004 1.0178 0.779157
85.090000 -9.04524 15.6723 -12.7894 -1.09062 0.932593 0.713336
85.100000 -9.58155 16.1825 -12.3996 -0.781946 0.848414 0.647104
85.110000 -9.94204 16.6448 -12.0477 -0.477163 0.765749 0.581395
85.120000 -10.1293 17.0603 -11.7333 -0.177275 0.684556 0.516564
85.130000 -10.1461 17.4295 -11.4556 0.117908 0.6045 0.452638
85.140000 -9.99492 17.7531 -11.2144 0.409175 0.525115 0.389471
85.150000 -9.67776 18.0313 -11.0092 0.697521 0.445895 0.32686
85.160000 -9.196 18.264 -10.8398 0.983863 0.366366 0.264628
85.170000 -8.55061 18.451 -10.7059 1.26877 0.286148 0.202702
85.180000 -7.74238 18.5917 -10.6074 1.55216 0.20504 0.1412
85.190000 -6.77247 18.6858 -10.544 1.83283 0.123129 0.0805567
85.200000 -5.64316 18.7328 -10.5148 2.1079 0.0409553 0.021671
85.210000 -4.35906 18.7329 -10.5185 2.37199 -0.0402693 -0.0338949
85.220000 -2.92879 18.6872 -10.5525 2.61641 -0.118419 -0.0837298
85.230000 -1.36699 18.5984 -10.6127 2.82868 -0.190275 -0.124498
85.240000 0.303503 18.4712 -10.6927 2.99307 -0.251623 -0.152169
85.250000 2.05052 18.3129 -10.7838 3.0932 -0.297857 -0.162741
85.260000 3.8333 18.1335 -10.8754 3.11637 -0.325132 -0.153411
85.270000 5.60601 17.9443 -10.9557 3.05818 -0.331652 -0.123688
85.280000 7.32321 17.7572 -11.0136 2.92429 -0.318286 -0.0757006
85.290000 8.94509 17.5828 -11.0397 2.72814 -0.288115 -0.0134449
85.300000 10.4407 17.4295 -11.0272 2.4862 -0.245247 0.0585231
85.310000 11.7883 17.3034 -10.9716 2.21371 -0.193664 0.136181
85.320000 12.9739 17.2086 -10.8706 1.92248 -0.136566 0.216565
85.330000 13.9892 17.1476 -10.7233 1.62042 -0.0761862 0.297807
85.340000 14.8296 17.1217 -10.5294 1.31217 -0.0139006 0.378942
85.350000 15.4921 17.1319 -10.2891 0.999902 0.049577 0.459659
85.360000 15.9747 17.1787 -10.0027 0.68413 0.114001 0.540092
85.370000 16.2753 17.2627 -9.67018 0.36426 0.179436 0.620663
85.380000 16.3911 17.3845 -9.29133 0.0390363 0.24614 0.701973
85.390000 16.3187 17.5451 -8.86551 -0.293095 0.314454 0.784708
85.400000 16.0536 17.7452 -8.39171 -0.633581 0.384683 0.869547
85.410000 15.5909 17.9863 -7.86858 -0.983172 0.456936 0.95701
85.420000 14.9254 18.2692 -7.29453 -1.34091 0.530843 1.0472
85.430000 14.0536 18.5946 -6.66818 -1.70239 0.605109 1.13937
85.440000 12.9759 18.9621 -5.98896 -2.05712 0.67683 1.23118
85.450000 11.7013 19.3687 -5.25832 -2.38517 0.740702 1.3178
85.460000 10.2537 19.8079 -4.48137 -2.65537 0.788676 1.39127
85.470000 8.67685 20.2676 -3.66849 -2.82961 0.811244 1.44151
85.480000 7.03559 20.7312 -2.83567 -2.87675 0.801115 1.45978
85.490000 5.4062 21.1792 -2.00239 -2.78948 0.757374 1.4433
85.500000 3.8609 21.5938 -1.18755 -2.58849 0.686173 1.39668
85.510000 2.45488 21.9621 -0.405963 -2.30953 0.597113 1.32883
85.520000 1.22265 22.2763 0.332833 -1.98684 0.498996 1.24862
85.530000 0.18175 22.5333 1.02375 -1.64482 0.397829 1.16254
85.540000 -0.661215 22.7323 1.66464 -1.29753 0.296875 1.07446
85.550000 -1.30538 22.8738 2.25497 -0.951509 0.197453 0.986229
85.560000 -1.75217 22.9589 2.79486 -0.608571 0.0996948 0.898442
85.570000 -2.00317 22.9883 3.28456 -0.267775 0.00305771 0.810915
85.580000 -2.05894 22.9624 3.72403 0.073454 -0.0933901 0.723006
85.590000 -1.91823 22.8811 4.11281 0.41876 -0.190834 0.63377
85.600000 -1.57745 22.7433 4.4498 0.772637 -0.290665 0.542036
85.610000 -1.03021 22.5472 4.7332 1.14039 -0.394482 0.446423
85.620000 -0.266836 22.2901 4.96033 1.52815 -0.504098 0.345361
85.630000 0.726031 21.9681 5.12759 1.94262 -0.621497 0.237168
85.640000 1.96557 21.5761 5.23045 2.39009 -0.748587 0.120345
85.650000 3.47174 21.1082 5.26374 2.87313 -0.886368 -0.00553766
85.660000 5.26302 20.5587 5.22288 3.38177 -1.03265 -0.137526
85.670000 7.34424 19.9252 5.10704 3.87412 -1.17697 -0.264331
85.680000 9.68073 19.2152 4.92582 4.25089 -1.29374 -0.360095
85.690000 12.1659 18.4551 4.70728 4.37101 -1.34571 -0.389093
85.700000 14.6259 17.6895 4.49613 4.16425 -1.31314 -0.334952
85.710000 16.8907 16.9628 4.33508 3.71251 -1.21593 -0.220362
85.720000 18.8604 16.3015 4.2481 3.15548 -1.09012 -0.0817511
85.730000 20.5045 15.7143 4.24142 2.58547 -0.960123 0.0574531
85.740000 21.8279 15.2002 4.31231 2.03901 -0.835929 0.188393
85.750000 22.8468 14.7549 4.45548 1.52268 -0.719564 0.309884
85.760000 23.5775 14.3743 4.66594 1.03117 -0.609796 0.423713
85.770000 24.0315 14.0553 4.94007 0.555287 -0.504257 0.532611
85.780000 24.2148 13.7962 5.2759 0.0845657 -0.400181 0.639592
85.790000 24.1272 13.5971 5.67323 -0.392219 -0.294561 0.747843
85.800000 23.7618 13.4596 6.13377 -0.887488 -0.18406 0.860849
85.810000 23.104 13.3878 6.66136 -1.41558 -0.0648453 0.982587
85.820000 22.1302 13.3878 7.26227 -1.99316 0.0674928 1.11763
85.830000 20.8072 13.4685 7.94552 -2.63724 0.217413 1.27066
85.840000 19.094 13.6407 8.72221 -3.35399 0.38648 1.44356
85.850000 16.9577 13.913 9.60156 -4.09828 0.562914 1.6249
85.860000 14.4264 14.2784 10.5771 -4.68588 0.699138 1.76719
85.870000 11.6793 14.6908 11.6032 -4.80472 0.715155 1.78938
85.880000 9.02644 15.0709 12.6003 -4.38471 0.59373 1.67258
85.890000 6.70302 15.359 13.5074 -3.70852 0.407997 1.4895
85.900000 4.77895 15.5381 14.3066 -3.0151 0.219335 1.30216
85.910000 3.23564 15.6138 15.0028 -2.38402 0.0479778 1.13137
85.920000 2.03402 15.5967 15.6065 -1.82077 -0.104893 0.978642
85.930000 1.13891 15.4964 16.127 -1.31132 -0.243102 0.840312
85.940000 0.524177 15.3201 16.5714 -0.839521 -0.371001 0.712098
85.950000 0.172457 15.0725 16.9442 -0.391 -0.492475 0.59014
85.960000 0.0740826 14.7563 17.2482 0.0467969 -0.61093 0.471031
85.970000 0.226233 14.3724 17.4839 0.485376 -0.72949 0.35162
85.980000 0.632594 13.9198 17.6504 0.936077 -0.851227 0.228785
85.990000 1.30348 13.3957 17.7448 1.4108 -0.979331 0.0992437
86.000000 2.25625 12.7957 17.7622 1.92216 -1.11714 -0.0405054
86.010000 3.51537 12.1131 17.6958 2.48176 -1.26766 -0.193753
86.020000 5.11009 11.3405 17.5373 3.09246 -1.4315 -0.361611
86.030000 7.06357 10.4716 17.2799 3.7239 -1.60048 -0.536739
86.040000 9.36001 9.51106 16.9263 4.25983 -1.7441 -0.689673
86.050000 11.8833 8.48913 16.505 4.47487 -1.80413 -0.762308
86.060000 14.3961 7.4673 16.0762 4.22198 -1.74371 -0.715557
86.070000 16.6583 6.50692 15.7013 3.64156 -1.60047 -0.584144
86.080000 18.5517 5.63737 15.4114 2.96571 -1.43468 -0.427475
86.090000 20.0624 4.86112 15.2101 2.31612 -1.27743 -0.277211
86.100000 21.2169 4.17043 15.0909 1.72368 -1.13618 -0.141615
86.110000 22.0477 3.55635 15.0452 1.18442 -1.0095 -0.0198195
86.120000 22.5819 3.01154 15.0661 0.685808 -0.893756 0.0913825
86.130000 22.8389 2.5308 15.1485 0.214963 -0.785297 0.195357
86.140000 22.8314 2.11089 15.2892 -0.239502 -0.680869 0.295111
86.150000 22.5657 1.75035 15.4864 -0.687406 -0.577628 0.393245
86.160000 22.0433 1.44923 15.7399 -1.13722 -0.473069 0.491988
86.170000 21.2608 1.20892 16.0506 -1.59598 -0.365036 0.593145
86.180000 20.2118 1.0319 16.4203 -2.06827 -0.251961 0.697807
86.190000 18.8882 0.921231 16.8509 -2.55345 -0.13357 0.805589
86.200000 17.2854 0.879398 17.3434 -3.03957 -0.0124661 0.913018
86.210000 15.4112 0.905951 17.8954 -3.493 0.103137 1.01091
86.220000 13.3011 0.993446 18.4968 -3.8495 0.196844 1.08225
86.230000 11.0344 1.12315 19.1264 -4.02702 0.246984 1.10602
86.240000 8.73051 1.26535 19.7528 -3.97704 0.23969 1.07072
86.250000 6.51531 1.38788 20.3437 -3.72842 0.180864 0.985231
86.260000 4.48073 1.46654 20.8763 -3.36069 0.0901862 0.871047
86.270000 2.6728 1.48879 21.34 -2.94706 -0.0134983 0.747318
86.280000 1.10404 1.45082 21.733 -2.53059 -0.118728 0.624984
86.290000 -0.230125 1.35345 22.0574 -2.12982 -0.220335 0.508507
86.300000 -1.34054 1.19934 22.317 -1.74976 -0.316718 0.39886
86.310000 -2.23898 0.991511 22.5156 -1.38943 -0.407936 0.295491
86.320000 -2.93586 0.732731 22.6566 -1.04557 -0.494708 0.197297
86.330000 -3.43952 0.42529 22.7425 -0.71435 -0.577958 0.103049
86.340000 -3.75614 0.0709342 22.7752 -0.392055 -0.658617 0.011555
86.350000 -3.88985 -0.329098 22.756 -0.0753342 -0.737534 -0.0782742
86.360000 -3.84299 -0.774024 22.6856 0.238646 -0.81543 -0.167403
86.370000 -3.61648 -1.26342 22.5642 0.552051 -0.892843 -0.256634
86.380000 -3.21025 -1.79711 22.3914 0.866099 -0.970046 -0.346549
86.390000 -2.62392 -2.37495 22.1669 1.18054 -1.0469 -0.437371
86.400000 -1.85785 -2.99656 21.8901 1.4928 -1.12263 -0.52875
86.410000 -0.914864 -3.66085 21.5611 1.79664 -1.19547 -0.619405
86.420000 0.197186 -4.36533 21.181 2.08051 -1.26226 -0.706662
86.430000 1.46198 -5.10523 20.7528 2.32625 -1.31818 -0.786054
86.440000 2.85101 -5.87259 20.2829 2.50983 -1.35703 -0.851397
86.450000 4.32135 -6.65582 19.7812 2.60633 -1.37264 -0.895958
86.460000 5.81771 -7.44034 19.2611 2.59905 -1.36129 -0.914807
86.470000 7.27967 -8.21069 18.738 2.48778 -1.32365 -0.907093
86.480000 8.65174 -8.95305 18.2261 2.28912 -1.26467 -0.876407
86.490000 9.891 -9.65716 17.7369 2.02861 -1.19131 -0.828928
86.500000 10.9694 -10.3167 17.2782 1.73125 -1.11006 -0.770988
86.510000 11.8715 -10.9286 16.8545 1.41613 -1.02569 -0.707582
86.520000 12.5911 -11.492 16.4678 1.09552 -0.941059 -0.642023
86.530000 13.1272 -12.0072 16.1188 0.776225 -0.857597 -0.576219
86.540000 13.4815 -12.4751 15.8073 0.461372 -0.775777 -0.51111
86.550000 13.6569 -12.8965 15.5329 0.15189 -0.695523 -0.447032
