t theta theta1 theta2 omega omega1 omega2
108.420000 14.5805 22.9345 -2.32718 -3.03306 0.786591 0.188844
108.430000 12.7887 23.3919 -2.20354 -3.20582 0.805897 0.239006
108.440000 10.9268 23.8527 -2.05815 -3.2748 0.797779 0.263922
108.450000 9.05721 24.3007 -1.90645 -3.23353 0.761326 0.261031
108.460000 7.24017 24.7205 -1.7639 -3.09479 0.700659 0.232793
108.470000 5.52462 25.1003 -1.64339 -2.88393 0.622935 0.18521
108.480000 3.94397 25.4325 -1.55404 -2.62811 0.535467 0.12511
108.490000 2.51741 25.7132 -1.50131 -2.34907 0.443911 0.0581853
108.500000 1.25377 25.9411 -1.48791 -2.06128 0.351875 -0.0116425
108.510000 0.15543 26.1167 -1.51475 -1.77299 0.2613 -0.082023
108.520000 -0.778625 26.241 -1.58177 -1.48824 0.173005 -0.15173
108.530000 -1.55092 26.3154 -1.68839 -1.20841 0.0871334 -0.22025
108.540000 -2.1643 26.3412 -1.83391 -0.933439 0.0034556 -0.287495
108.550000 -2.62132 26.3197 -2.01762 -0.662452 -0.0784539 -0.353608
108.560000 -2.92394 26.2516 -2.23895 -0.39422 -0.15911 -0.418853
108.570000 -3.07333 26.1375 -2.49748 -0.127395 -0.239057 -0.483535
108.580000 -3.06994 25.9777 -2.79299 0.139313 -0.318826 -0.547951
108.590000 -2.91351 25.7721 -3.12539 0.406976 -0.398902 -0.612339
108.600000 -2.60327 25.5204 -3.4947 0.676253 -0.479673 -0.676821
108.610000 -2.13827 25.2222 -3.90097 0.947099 -0.561364 -0.741317
108.620000 -1.51789 24.877 -4.34412 1.21833 -0.643918 -0.805432
108.630000 -0.742641 24.4843 -4.82369 1.48698 -0.72683 -0.86828
108.640000 0.184522 24.0443 -5.33855 1.74741 -0.808906 -0.928269
108.650000 1.25643 23.5579 -5.88639 1.99036 -0.887977 -0.982877
108.660000 2.45941 23.0279 -6.46314 2.20231 -0.960691 -1.02853
108.670000 3.7709 22.4591 -7.06246 2.3661 -1.02259 -1.06086
108.680000 5.15811 21.8591 -7.67541 2.46379 -1.06877 -1.07548
108.690000 6.57891 21.2382 -8.29089 2.48174 -1.09523 -1.06937
108.700000 7.98588 20.6082 -8.89676 2.41582 -1.10026 -1.04209
108.710000 9.33254 19.9812 -9.48146 2.2732 -1.08511 -0.996112
108.720000 10.5791 19.3679 -10.0355 2.06931 -1.05336 -0.935844
108.730000 11.6956 18.7765 -10.5521 1.82228 -1.00952 -0.866144
108.740000 12.6621 18.2126 -11.027 1.54838 -0.957785 -0.791155
108.750000 13.4671 17.6798 -11.4582 1.25979 -0.901419 -0.713824
108.760000 14.1045 17.1801 -11.8449 0.964509 -0.842621 -0.635936
108.770000 14.572 16.7145 -12.187 0.667116 -0.782708 -0.558375
108.780000 14.869 16.2833 -12.4849 0.369791 -0.722348 -0.481405
108.790000 14.9958 15.8867 -12.7387 0.0731229 -0.661773 -0.404888
108.800000 14.9528 15.525 -12.9488 -0.223293 -0.600937 -0.328448
108.810000 14.7398 15.1982 -13.115 -0.520437 -0.539635 -0.251572
108.820000 14.3561 14.9068 -13.2369 -0.819582 -0.477584 -0.173679
108.830000 13.8 14.6511 -13.3138 -1.12203 -0.414502 -0.0941861
108.840000 13.0695 14.432 -13.3444 -1.42886 -0.350191 -0.0125707
108.850000 12.1618 14.2501 -13.3277 -1.74045 -0.284653 0.07152
108.860000 11.0743 14.106 -13.262 -2.05586 -0.218281 0.158096
108.870000 9.80581 13.9999 -13.1462 -2.37171 -0.152146 0.246534
108.880000 8.35785 13.9312 -12.9795 -2.68053 -0.0884087 0.335128
108.890000 6.73804 13.8974 -12.7627 -2.96867 -0.030816 0.420512
108.900000 4.96398 13.8936 -12.4992 -3.21481 0.0149918 0.497166
108.910000 3.06749 13.911 -12.1961 -3.39105 0.0419267 0.557612
108.920000 1.09686 13.9368 -11.8649 -3.46953 0.0432828 0.594039
108.930000 -0.886317 13.955 -11.521 -3.43363 0.015616 0.601291
108.940000 -2.81643 13.9494 -11.1815 -3.28652 -0.0392915 0.579335
108.950000 -4.6351 13.906 -10.8618 -3.04913 -0.115259 0.533033
108.960000 -6.29864 13.8148 -10.5739 -2.74967 -0.204603 0.469529
108.970000 -7.77903 13.6702 -10.3257 -2.41348 -0.300739 0.395513
108.980000 -9.06071 13.4698 -10.1218 -2.05835 -0.399239 0.31587
108.990000 -10.1361 13.2128 -9.96429 -1.69462 -0.497719 0.233554
109.000000 -11.0019 12.8996 -9.85436 -1.32695 -0.595291 0.150008
109.010000 -11.6561 12.5308 -9.79255 -0.956222 -0.692044 0.0656318
109.020000 -12.0968 12.1066 -9.77937 -0.580936 -0.788686 -0.0198554
109.030000 -12.3204 11.6268 -9.81565 -0.198005 -0.886323 -0.107184
109.040000 -12.3214 11.0905 -9.90274 0.19673 -0.986351 -0.19739
109.050000 -12.0917 10.4958 -10.0426 0.60814 -1.09036 -0.291697
109.060000 -11.6204 9.83994 -10.238 1.04125 -1.20002 -0.391352
109.070000 -10.8937 9.1193 -10.4923 1.49991 -1.31675 -0.49725
109.080000 -9.89677 8.32962 -10.809 1.98354 -1.4409 -0.609064
109.090000 -8.61813 7.4672 -11.1907 2.47978 -1.56983 -0.723333
109.100000 -7.05964 6.53149 -11.6365 2.95115 -1.69441 -0.830088
109.110000 -5.25545 5.53003 -12.1368 3.32144 -1.79523 -0.909632
109.120000 -3.29235 4.48398 -12.6687 3.48999 -1.84577 -0.936695
109.130000 -1.30652 3.42783 -13.1974 3.39894 -1.82977 -0.897862
109.140000 0.5602 2.39832 -13.6872 3.08811 -1.75621 -0.80482
109.150000 2.20869 1.42168 -14.1142 2.65347 -1.64939 -0.682806
109.160000 3.5929 0.510512 -14.4681 2.17582 -1.5304 -0.552332
109.170000 4.70219 -0.331942 -14.7475 1.69827 -1.41073 -0.423919
109.180000 5.54213 -1.10681 -14.9549 1.23679 -1.2948 -0.301094
109.190000 6.12295 -1.81653 -15.0936 0.793453 -1.18329 -0.183905
109.200000 6.45409 -2.46342 -15.1665 0.364329 -1.07522 -0.0709377
109.210000 6.54194 -3.04897 -15.1754 -0.0569959 -0.968889 0.0397959
109.220000 6.38882 -3.57363 -15.1209 -0.478139 -0.862269 0.15055
109.230000 5.99243 -4.03657 -15.0024 -0.907716 -0.753042 0.263808
109.240000 5.34516 -4.43555 -14.8176 -1.35566 -0.638554 0.382378
109.250000 4.43321 -4.7667 -14.5625 -1.83378 -0.515681 0.509546
109.260000 3.23535 -5.02418 -14.2313 -2.35621 -0.380744 0.649199
109.270000 1.72174 -5.19993 -13.8154 -2.93852 -0.22977 0.805607
109.280000 -0.145558 -5.28388 -13.3043 -3.59131 -0.0602169 0.981769
109.290000 -2.40392 -5.26627 -12.6874 -4.29512 0.122499 1.17292
109.300000 -5.05603 -5.14654 -11.9628 -4.93287 0.287674 1.34894
109.310000 -7.99111 -4.95359 -11.1582 -5.22833 0.364135 1.43801
109.320000 -10.9377 -4.75736 -10.3433 -4.96716 0.297958 1.38337
109.330000 -13.6086 -4.63092 -9.59242 -4.31929 0.134317 1.2279
109.340000 -15.8702 -4.60737 -8.94072 -3.57543 -0.0516252 1.04701
109.350000 -17.7144 -4.68744 -8.39038 -2.8734 -0.224678 0.877005
109.360000 -19.1762 -4.86107 -7.93221 -2.24013 -0.378278 0.725291
109.370000 -20.2927 -5.11774 -7.55621 -1.66574 -0.515305 0.589458
109.380000 -21.0929 -5.4493 -7.25456 -1.13307 -0.640471 0.465051
109.390000 -21.5959 -5.85027 -7.02197 -0.625517 -0.758328 0.347658
109.400000 -21.8116 -6.31768 -6.85561 -0.128002 -0.873018 0.233215
109.410000 -21.7418 -6.85082 -6.7549 0.373776 -0.988471 0.117824
109.420000 -21.3797 -7.45129 -6.72154 0.894497 -1.1087 -0.00253246
109.430000 -20.7101 -8.12305 -6.75959 1.45025 -1.23808 -0.132257
109.440000 -19.7078 -8.87268 -6.8758 2.0586 -1.38131 -0.276166
109.450000 -18.338 -9.70935 -7.0796 2.73467 -1.54239 -0.438488
109.460000 -16.5618 -10.6434 -7.38171 3.47292 -1.71981 -0.6182
109.470000 -14.3612 -11.6794 -7.78764 4.1905 -1.89192 -0.794439
109.480000 -11.8099 -12.7984 -8.27959 4.64229 -1.99515 -0.904391
109.490000 -9.14858 -13.9381 -8.79673 4.54898 -1.95785 -0.875612
109.500000 -6.68735 -15.0188 -9.25981 3.99181 -1.80205 -0.727802
109.510000 -4.60217 -15.9962 -9.62352 3.28216 -1.60854 -0.540579
109.520000 -2.92007 -16.864 -9.88086 2.60042 -1.42369 -0.360537
109.530000 -1.60818 -17.6315 -10.0403 1.99122 -1.25866 -0.19938
109.540000 -0.625383 -18.3098 -10.1127 1.44937 -1.11176 -0.0558498
109.550000 0.0625105 -18.9081 -10.1069 0.959068 -0.978633 0.0741466
109.560000 0.480516 -19.433 -10.0296 0.504914 -0.855034 0.194649
109.570000 0.645511 -19.889 -9.88503 0.0739296 -0.737371 0.309098
109.580000 0.567579 -20.2785 -9.67596 -0.344722 -0.622615 0.42038
109.590000 0.251055 -20.6025 -9.40344 -0.760377 -0.50812 0.530986
109.600000 -0.30477 -20.8604 -9.0672 -1.18135 -0.391495 0.643114
109.610000 -1.10511 -21.0503 -8.66582 -1.61501 -0.270568 0.758675
109.620000 -2.15895 -21.1693 -8.1969 -2.06695 -0.14358 0.879048
109.630000 -3.47744 -21.2135 -7.65755 -2.53835 -0.00985487 1.00436
109.640000 -5.06967 -21.1796 -7.04556 -3.01939 0.128525 1.13174
109.650000 -6.93309 -21.0669 -6.36196 -3.47648 0.263377 1.25203
109.660000 -9.03525 -20.8819 -5.61579 -3.8371 0.376288 1.34605
109.670000 -11.2918 -20.645 -4.82964 -3.9982 0.440333 1.38731
109.680000 -13.5652 -20.3904 -4.03944 -3.89268 0.4369 1.35955
109.690000 -15.7081 -20.1559 -3.28291 -3.55716 0.373835 1.27373
109.700000 -17.6174 -19.9685 -2.5856 -3.09552 0.277093 1.15758
109.710000 -19.2485 -19.8403 -1.95772 -2.59693 0.169698 1.03418
109.720000 -20.5953 -19.7736 -1.39962 -2.10789 0.0640184 0.915188
109.730000 -21.669 -19.7658 -0.907422 -1.64458 -0.0354107 0.80432
109.740000 -22.4851 -19.8129 -0.476374 -1.20865 -0.127922 0.701582
109.750000 -23.0585 -19.9112 -0.102177 -0.796203 -0.214382 0.605597
109.760000 -23.401 -20.0576 0.218547 -0.401833 -0.296123 0.514633
109.770000 -23.5214 -20.2499 0.488181 -0.0201335 -0.374516 0.426985
109.780000 -23.4255 -20.4864 0.708173 0.35372 -0.450794 0.341108
109.790000 -23.1168 -20.7663 0.879145 0.723723 -0.52597 0.255672
109.800000 -22.5964 -21.089 1.00103 1.09276 -0.600745 0.169619
109.810000 -21.8645 -21.4546 1.07327 1.46208 -0.675352 0.0823002
109.820000 -20.9211 -21.8628 1.09509 1.83031 -0.749288 -0.00627901
109.830000 -19.7683 -22.3128 1.06603 2.1918 -0.820882 -0.0950231
109.840000 -18.4131 -22.8024 0.986692 2.53442 -0.886733 -0.181133
109.850000 -16.8716 -23.3268 0.85993 2.83754 -0.941261 -0.259504
109.860000 -15.1745 -23.8774 0.692207 3.07258 -0.976996 -0.322738
109.870000 -13.3695 -24.4413 0.49456 3.20959 -0.986436 -0.362694
109.880000 -11.519 -25.0019 0.282156 3.2297 -0.965333 -0.3737
109.890000 -9.69047 -25.5419 0.0719511 3.13553 -0.915217 -0.355476
109.900000 -7.94352 -26.0464 -0.120561 2.94976 -0.842714 -0.313105
109.910000 -6.32184 -26.5049 -0.283689 2.70339 -0.756285 -0.254206
109.920000 -4.85187 -26.9118 -0.41008 2.42423 -0.663243 -0.185916
109.930000 -3.54635 -27.2647 -0.495948 2.13189 -0.568557 -0.113447
109.940000 -2.40917 -27.5635 -0.539907 1.83798 -0.475031 -0.0400192
109.950000 -1.43932 -27.8095 -0.541959 1.5484 -0.383953 0.0326451
109.960000 -0.633549 -28.004 -0.502794 1.26546 -0.295685 0.103783
109.970000 0.0121099 -28.1488 -0.423363 0.989432 -0.210083 0.173195
109.980000 0.501437 -28.2452 -0.304636 0.719574 -0.126746 0.24099
109.990000 0.837621 -28.2944 -0.147469 0.454632 -0.0451565 0.307426
110.000000 1.02307 -28.2972 0.0474509 0.193185 0.0352404 0.372828
110.010000 1.05939 -28.2541 0.279625 -0.0661642 0.114991 0.437521
110.020000 0.947418 -28.1654 0.548732 -0.324651 0.194603 0.501789
110.030000 0.687356 -28.0311 0.85459 -0.583202 0.274511 0.565829
110.040000 0.279019 -27.8508 1.19709 -0.842244 0.355028 0.629699
110.050000 -0.277816 -27.6241 1.57611 -1.10141 0.436279 0.69323
110.060000 -0.982839 -27.3507 1.99132 -1.35912 0.518082 0.755915
110.070000 -1.83434 -27.0304 2.44198 -1.61195 0.599787 0.816752
110.080000 -2.82794 -26.6637 2.92658 -1.85389 0.680062 0.874052
110.090000 -3.95489 -26.2518 3.44241 -2.07556 0.756661 0.925274
110.100000 -5.20002 -25.7979 3.98505 -2.26395 0.826303 0.967005
110.110000 -6.53984 -25.3071 4.54794 -2.40339 0.88485 0.995272
110.120000 -7.94176 -24.7869 5.12226 -2.47839 0.928008 1.00636
110.130000 -9.36545 -24.2472 5.69741 -2.4782 0.952501 0.997953
110.140000 -10.7668 -23.6992 6.26211 -2.40078 0.957206 0.97013
110.150000 -12.1032 -23.1539 6.80585 -2.25366 0.943529 0.925387
110.160000 -13.3386 -22.6209 7.32006 -2.05103 0.914775 0.867774
110.170000 -14.446 -22.1077 7.79862 -1.80907 0.874966 0.801623
110.180000 -15.4069 -21.6197 8.23773 -1.54219 0.827833 0.730612
110.190000 -16.2105 -21.16 8.63542 -1.26128 0.776288 0.657374
110.200000 -16.851 -20.7306 8.99092 -0.973585 0.722335 0.58353
110.210000 -17.3257 -20.3324 9.30414 -0.683379 0.667202 0.509905
110.220000 -17.634 -19.9661 9.57532 -0.392782 0.611543 0.436763
110.230000 -17.7759 -19.6317 9.80471 -0.102486 0.555619 0.364009
110.240000 -17.7515 -19.3294 9.99246 0.187715 0.49944 0.291325
110.250000 -17.5607 -19.0595 10.1385 0.47854 0.442875 0.21827
110.260000 -17.2028 -18.8221 10.2424 0.770931 0.385733 0.144353
110.270000 -16.6768 -18.6176 10.3036 1.0658 0.327841 0.0690925
110.280000 -15.9809 -18.4465 10.3213 1.36373 0.269128 -0.00790705
110.290000 -15.1135 -18.3093 10.2942 1.66454 0.209747 -0.0868496
110.300000 -14.0732 -18.2062 10.2214 1.9667 0.15024 -0.167581
110.310000 -12.8603 -18.137 10.102 2.26628 0.0917961 -0.249331
110.320000 -11.4781 -18.1004 9.93581 2.55574 0.0365687 -0.330348
110.330000 -9.93594 -18.0938 9.72415 2.82239 -0.0119881 -0.407481
110.340000 -8.2518 -18.112 9.47052 3.04768 -0.0490098 -0.475908
110.350000 -6.45583 -18.1467 9.18164 3.20874 -0.0687321 -0.52945
110.360000 -4.59135 -18.1864 8.86786 3.2837 -0.0659564 -0.561903
110.370000 -2.71199 -18.2174 8.54258 3.25969 -0.0381013 -0.569197
110.380000 -0.874627 -18.2255 8.22048 3.13874 0.0134759 -0.55111
110.390000 0.869177 -18.1983 7.91524 2.93651 0.084035 -0.51118
110.400000 2.47909 -18.1268 7.63782 2.67518 0.167452 -0.454946
110.410000 3.92749 -18.0051 7.39596 2.37586 0.258169 -0.387942
110.420000 5.19746 -17.8303 7.19449 2.05453 0.352164 -0.314511
110.430000 6.27957 -17.6014 7.03622 1.72134 0.447037 -0.237524
110.440000 7.16875 -17.3181 6.92268 1.38164 0.541678 -0.158579
110.450000 7.86195 -16.9807 6.85475 1.03732 0.63588 -0.0783405
110.460000 8.35649 -16.5894 6.83315 0.687987 0.730035 0.00317666
110.470000 8.649 -16.144 6.85871 0.331686 0.824933 0.0863957
110.480000 8.73467 -15.6438 6.93261 -0.0345793 0.921641 0.172039
110.490000 8.60676 -15.0873 7.05649 -0.414511 1.02142 0.261021
110.500000 8.2563 -14.4725 7.23255 -0.812093 1.12564 0.354321
110.510000 7.67213 -13.7963 7.4635 -1.23077 1.23557 0.452746
110.520000 6.84169 -13.0554 7.75237 -1.67153 1.35188 0.556414
110.530000 5.75347 -12.2461 8.10181 -2.12874 1.47364 0.663654
110.540000 4.40291 -11.3665 8.51253 -2.58207 1.59613 0.768938
110.550000 2.80405 -10.4191 8.98029 -2.98501 1.70775 0.860068
110.560000 1.00653 -9.41544 9.49167 -3.26104 1.78873 0.917516
110.570000 -0.893226 -8.37936 10.0215 -3.33175 1.818 0.922038
110.580000 -2.76732 -7.34354 10.5372 -3.17465 1.78844 0.869326
110.590000 -4.49754 -6.33883 11.0095 -2.84266 1.7127 0.774145
110.600000 -6.007 -5.38577 11.4202 -2.41683 1.61145 0.657627
110.610000 -7.26107 -4.49397 11.762 -1.9588 1.50087 0.535283
110.620000 -8.25177 -3.66599 12.034 -1.50085 1.38963 0.414853
110.630000 -8.98329 -2.90104 12.2383 -1.05498 1.28108 0.298872
110.640000 -9.46327 -2.19737 12.3774 -0.622516 1.17567 0.187212
110.650000 -9.69853 -1.55338 12.4534 -0.199872 1.07251 0.0785489
110.660000 -9.69306 -0.968226 12.4676 0.218851 0.970039 -0.0289755
110.670000 -9.44712 -0.442036 12.42 0.640861 0.866326 -0.137518
110.680000 -8.95647 0.0238466 12.3093 1.07455 0.759125 -0.249517
110.690000 -8.21168 0.426694 12.1329 1.52977 0.645818 -0.367776
110.700000 -7.19714 0.762149 11.8861 2.01829 0.523325 -0.495587
110.710000 -5.88993 1.02396 11.5624 2.55373 0.388139 -0.636738
110.720000 -4.25922 1.20385 11.1532 3.14941 0.236953 -0.794948
110.730000 -2.26872 1.29229 10.648 3.80796 0.0693954 -0.97121
110.740000 0.109157 1.28222 10.0386 4.48764 -0.103232 -1.15503
110.750000 2.84894 1.18056 9.33039 5.03193 -0.240081 -1.30602
110.760000 5.79619 1.02759 8.5622 5.16771 -0.271229 -1.35274
110.770000 8.67011 0.895422 7.80634 4.791 -0.171643 -1.26662
110.780000 11.2313 0.844564 7.12522 4.12508 -0.000163646 -1.10456
110.790000 13.3884 0.896956 6.54299 3.40815 0.181772 -0.92863
110.800000 15.146 1.05004 6.05869 2.73707 0.34962 -0.764613
110.810000 16.5367 1.2942 5.66367 2.12695 0.499908 -0.616849
110.820000 17.5929 1.62014 5.34923 1.56693 0.635793 -0.482685
110.830000 18.3387 2.02086 5.10875 1.04108 0.761696 -0.357987
110.840000 18.7894 2.4919 4.93799 0.533809 0.881918 -0.238623
110.850000 18.9512 3.03115 4.83504 0.030464 1.00051 -0.12064
110.860000 18.8223 3.63885 4.80024 -0.483534 1.12149 -7.79896e-05
110.870000 18.3921 4.31756 4.83625 -1.02379 1.24913 0.127316
110.880000 17.6407 5.07243 4.94834 -1.60781 1.38819 0.266306
110.890000 16.5378 5.91144 5.1446 -2.25406 1.54362 0.421937
110.900000 15.0435 6.84504 5.43569 -2.97383 1.71845 0.597439
110.910000 13.1207 7.88312 5.83187 -3.73846 1.90526 0.785818
110.920000 10.7788 9.02338 6.33155 -4.39471 2.06429 0.948034
110.930000 8.16761 10.2273 6.89726 -4.62166 2.11267 1.00159
110.940000 5.59889 11.4145 7.44964 -4.25967 2.00982 0.904753
110.950000 3.34878 12.5145 7.91804 -3.56951 1.82365 0.723818
110.960000 1.51529 13.5028 8.27737 -2.83691 1.62792 0.532154
110.970000 0.0851682 14.3835 8.53118 -2.1682 1.44979 0.357228
110.980000 -0.983823 15.168 8.69053 -1.57492 1.29189 0.202051
110.990000 -1.73124 15.867 8.76577 -1.04274 1.15023 0.0628794
111.000000 -2.18706 16.4883 8.76476 -0.554317 1.02005 -0.0648586
111.010000 -2.37187 17.0372 8.69286 -0.0944355 0.897148 -0.185202
111.020000 -2.29828 17.517 8.55329 0.349647 0.778 -0.301555
111.030000 -1.97212 17.9289 8.3475 0.788896 0.659525 -0.41685
111.040000 -1.39331 18.2724 8.07532 1.23316 0.538926 -0.533701
111.050000 -0.556346 18.5455 7.73518 1.69142 0.413607 -0.654457
111.060000 0.549055 18.745 7.32426 2.17121 0.281316 -0.781006
111.070000 1.9365 18.8663 6.83895 2.67586 0.140818 -0.914036
111.080000 3.61871 18.9051 6.27604 3.19715 -0.00621979 -1.05107
111.090000 5.59687 18.8595 5.63552 3.6995 -0.151113 -1.18239
111.100000 7.83865 18.7363 4.92639 4.09865 -0.272444 -1.28567
111.110000 10.2497 18.5581 4.17383 4.26961 -0.337586 -1.32872
111.120000 12.6719 18.3646 3.41916 4.13493 -0.325101 -1.29269
111.130000 14.9398 18.1981 2.70467 3.75051 -0.247719 -1.19365
111.140000 16.9467 18.0868 2.0568 3.24473 -0.137813 -1.06561
111.150000 18.6538 18.0415 1.4842 2.71512 -0.0207189 -0.933765
111.160000 20.0622 18.0621 0.985339 2.20612 0.0916561 -0.809191
111.170000 21.1882 18.1449 0.555013 1.72987 0.195803 -0.694587
111.180000 22.0505 18.285 0.187639 1.28493 0.291863 -0.589179
111.190000 22.6655 18.4781 -0.121538 0.865465 0.381227 -0.491107
111.200000 23.0458 18.7209 -0.37614 0.464863 0.465557 -0.398343
111.210000 23.2006 19.0109 -0.578657 0.0769576 0.546438 -0.308996
111.220000 23.1354 19.3466 -0.730554 -0.303599 0.625254 -0.221389
111.230000 22.8532 19.7272 -0.832407 -0.681177 0.703128 -0.134092
111.240000 22.3548 20.1523 -0.884053 -1.05891 0.780836 -0.0459793
111.250000 21.6395 20.622 -0.884806 -1.43808 0.85863 0.0436251
111.260000 20.7069 21.1362 -0.833784 -1.81695 0.935914 0.134644
111.270000 19.5587 21.694 -0.730492 -2.18875 1.01072 0.225717
111.280000 18.2028 22.2931 -0.575753 -2.53889 1.07901 0.313442
111.290000 16.6582 22.928 -0.373109 -2.84263 1.13415 0.391674
111.300000 14.9607 23.5886 -0.130396 -3.06655 1.16746 0.451731
111.310000 13.1658 24.2601 0.139332 -3.17791 1.17083 0.484667
111.320000 11.3438 24.9239 0.418795 -3.16051 1.14082 0.485399
111.330000 9.56688 25.5616 0.689688 -3.02467 1.08097 0.455595
111.340000 7.8946 26.1585 0.936404 -2.80107 0.999934 0.402464
111.350000 6.36705 26.7052 1.14812 -2.52501 0.907129 0.334832
111.360000 5.00571 27.1972 1.31874 -2.22475 0.809858 0.260037
111.370000 3.81879 27.6333 1.44567 -1.91839 0.71261 0.18294
111.380000 2.80667 28.0142 1.52847 -1.61566 0.617642 0.106273
111.390000 1.96585 28.3416 1.56779 -1.32085 0.5258 0.0313305
111.400000 1.29135 28.6173 1.56479 -1.0351 0.437136 -0.0414421
111.410000 0.778056 28.8431 1.52071 -0.757977 0.351305 -0.112061
111.420000 0.421359 29.0203 1.43674 -0.488239 0.267783 -0.180769
111.430000 0.217452 29.1503 1.31387 -0.224383 0.185987 -0.247907
111.440000 0.163405 29.2337 1.15289 0.0351195 0.105336 -0.313829
111.450000 0.257131 29.2711 0.954414 0.291654 0.0252885 -0.37886
111.460000 0.497263 29.2627 0.718871 0.546329 -0.0546246 -0.443248
111.470000 0.882956 29.2085 0.446586 0.799824 -0.134768 -0.50712
111.480000 1.41358 29.1082 0.137862 1.05218 -0.215348 -0.57042
111.490000 2.08828 28.9616 -0.206899 1.30247 -0.296329 -0.632825
111.500000 2.90527 28.7686 -0.586999 1.54836 -0.377316 -0.693623
111.510000 3.86091 28.5294 -1.00119 1.78551 -0.457391 -0.751569
111.520000 4.94834 28.245 -1.44732 2.00695 -0.534922 -0.804731
111.530000 6.15581 27.9174 -1.92192 2.2026 -0.607412 -0.850414
111.540000 7.46495 27.5505 -2.41976 2.35955 -0.671514 -0.885279
111.550000 8.84955 27.1502 -2.93364 2.46367 -0.723394 -0.905817
111.560000 10.2756 26.7246 -3.45447 2.50275 -0.759528 -0.909207
111.570000 11.7038 26.2833 -3.972 2.47036 -0.777737 -0.894273
111.580000 13.0931 25.8368 -4.47591 2.36826 -0.777923 -0.862014
111.590000 14.406 25.3949 -4.95703 2.20576 -0.762048 -0.815309
111.600000 15.6118 24.966 -5.40815 1.99655 -0.73337 -0.757985
111.610000 16.6877 24.5563 -5.82431 1.75483 -0.695463 -0.693805
111.620000 17.6188 24.1702 -6.20248 1.49265 -0.651481 -0.625821
111.630000 18.396 23.8105 -6.54113 1.21895 -0.603829 -0.556162
111.640000 19.0145 23.4787 -6.83972 0.939582 -0.554151 -0.486113
111.650000 19.4723 23.1757 -7.09823 0.658015 -0.503453 -0.41631
111.660000 19.7685 22.9018 -7.31686 0.375961 -0.45228 -0.346936
111.670000 19.9031 22.6574 -7.49585 0.0939875 -0.400857 -0.277882
111.680000 19.8762 22.4425 -7.6353 -0.188042 -0.349215 -0.208861
111.690000 19.6875 22.2573 -7.73512 -0.470638 -0.29728 -0.139497
111.700000 19.3366 22.102 -7.79501 -0.754414 -0.244952 -0.0693905
111.710000 18.8227 21.9767 -7.81442 -1.03983 -0.192183 0.00181487
111.720000 18.1448 21.8818 -7.79267 -1.32686 -0.139064 0.0743548
111.730000 17.3021 21.8174 -7.72896 -1.61458 -0.0859445 0.14823
111.740000 16.2949 21.7832 -7.62263 -1.90054 -0.033596 0.223041
111.750000 15.1255 21.7784 -7.47339 -2.17993 0.0165744 0.297755
111.760000 13.7997 21.8013 -7.28181 -2.44453 0.0622873 0.370421
111.770000 12.3294 21.8483 -7.0499 -2.68194 0.100224 0.437907
111.780000 10.7348 21.9139 -6.78182 -2.87569 0.126136 0.495868
111.790000 9.046 21.9897 -6.48446 -3.00737 0.135481 0.539249
111.800000 7.30348 22.0653 -6.16756 -3.06128 0.124662 0.563468
111.810000 5.5544 22.1285 -5.84295 -3.0299 0.0923998 0.565938
111.820000 3.8471 22.1673 -5.52314 -2.91697 0.0403522 0.547013
111.830000 2.22489 22.1717 -5.21964 -2.73563 -0.0275226 0.509681
111.840000 0.722029 22.1337 -4.94178 -2.50332 -0.106399 0.458287
111.850000 -0.637164 22.0485 -4.69634 -2.23664 -0.191896 0.397167
111.860000 -1.83691 21.9132 -4.48784 -1.94854 -0.280747 0.329831
111.870000 -2.86761 21.7265 -4.31909 -1.64768 -0.370892 0.258715
111.880000 -3.72354 21.4881 -4.19181 -1.339 -0.461279 0.185286
111.890000 -4.40093 21.198 -4.10707 -1.02469 -0.551592 0.110257
111.900000 -4.89671 20.856 -4.06573 -0.704947 -0.642028 0.0337966
111.910000 -5.2075 20.4621 -4.06866 -0.378645 -0.733135 -0.0443069
111.920000 -5.32896 20.0156 -4.11691 -0.043714 -0.825707 -0.12453
111.930000 -5.25543 19.5155 -4.21189 0.302542 -0.920713 -0.207523
111.940000 -4.97954 18.9599 -4.35538 0.663117 -1.01922 -0.294009
111.950000 -4.49228 18.3467 -4.54959 1.04076 -1.12226 -0.384625
111.960000 -3.78338 17.6729 -4.79697 1.43681 -1.23056 -0.479607
111.970000 -2.84271 16.9356 -5.09987 1.84885 -1.34392 -0.578155
111.980000 -1.66368 16.1323 -5.45961 2.26598 -1.45999 -0.677221
111.990000 -0.250079 15.2632 -5.87468 2.66141 -1.57229 -0.769651
112.000000 1.37254 14.3337 -6.33787 2.98531 -1.66819 -0.842538
112.010000 3.14425 13.3581 -6.83318 3.17045 -1.73001 -0.878996
112.020000 4.96868 12.3606 -7.33568 3.1642 -1.74322 -0.866555
112.030000 6.73341 11.3701 -7.81705 2.96744 -1.70686 -0.806781
112.040000 8.3427 10.4118 -8.25388 2.63269 -1.63373 -0.71405
112.050000 9.73635 9.50183 -8.63222 2.22447 -1.54041 -0.605089
112.060000 10.8868 8.64805 -8.94643 1.78966 -1.43925 -0.491594
112.070000 11.7869 7.85276 -9.19583 1.35309 -1.33697 -0.379426
